sequence_number,US,source_a,source_c,source_b,source_d,source_e,source_m,source_o,source_h,source_r,source_s,source_t,source_u,source_p,source_x,source_w,Freq,last_update_days_ago,1st_update_days_ago,Web order,Gender=male,Address_is_res,Purchase,Spending,Partition,,
745,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3583,3768,0,0,0,1,100,t,,
746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3695,3695,0,1,0,1,129,v,,
747,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1968,1968,0,0,0,0,0,t,,
748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1233,1233,0,1,0,0,0,v,,
749,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2158,2158,1,0,0,0,0,t,,
750,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,567,3883,1,0,1,1,410,v,,
751,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,104,178,0,0,0,0,0,v,,
752,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3660,3660,0,1,0,0,0,t,,
753,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2947,2947,0,1,0,1,230,v,,
754,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4157,4188,1,0,0,1,33,s,,
755,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3436,3458,0,0,0,1,98,v,,
756,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1801,1828,0,0,1,0,0,v,,
757,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3107,3107,1,1,0,0,0,v,,
758,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3201,3201,0,1,1,0,0,t,,
759,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,198,198,1,0,0,0,0,v,,
760,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3746,3746,0,0,0,0,0,t,,
761,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3570,3613,1,0,0,1,98,v,,
762,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3670,3670,1,1,0,1,19,t,,
763,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1240,1240,0,1,0,0,0,t,,
764,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3311,3311,0,1,0,0,0,t,,
765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1442,1583,0,0,1,1,79,t,,
766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71,71,0,0,0,0,0,t,,
767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,653,653,0,0,0,0,0,v,,
768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1605,1605,1,1,0,1,85,s,,
769,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1164,3822,1,1,0,1,349,s,,
770,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,829,829,0,1,0,0,0,t,,
771,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2905,2905,0,0,0,0,0,s,,
772,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,216,3401,0,1,1,0,0,t,,
773,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2773,2773,1,1,0,0,0,t,,
774,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2735,2735,0,1,0,0,0,v,,
775,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1991,2004,0,0,0,1,103,t,,
776,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3264,3264,0,1,0,1,39,v,,
777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,822,1091,1,0,0,1,71,t,,
778,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1752,1752,0,1,0,1,54,v,,
779,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,479,2908,1,1,0,1,204,v,,
780,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2564,3390,0,1,0,1,73,t,,
781,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2058,2058,0,1,1,0,0,v,,
782,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1274,1274,0,1,0,0,0,t,,
783,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1710,1752,0,0,1,1,167,t,,
784,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1463,1499,0,1,1,0,0,t,,
785,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3694,3694,0,0,0,0,0,v,,
786,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2828,2828,0,1,0,1,130,s,,
787,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1043,2733,0,1,0,1,335,t,,
788,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2080,2101,1,1,0,1,130,v,,
789,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3747,3747,1,0,0,0,0,s,,
790,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3746,3746,1,0,0,0,0,t,,
791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,744,0,1,0,0,0,v,,
792,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2656,2849,0,1,0,1,85,v,,
793,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1154,1154,1,1,1,1,44,t,,
794,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2815,2815,0,0,0,0,0,s,,
795,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1758,1759,0,0,1,0,0,s,,
796,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3159,3159,0,0,0,0,0,v,,
797,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3423,3423,0,1,0,0,0,t,,
798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1319,1319,1,1,0,0,0,t,,
799,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3374,3549,0,1,1,1,163,v,,
800,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,744,770,0,1,1,0,0,s,,
801,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1710,1750,1,1,1,0,0,s,,
802,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,539,2544,1,1,0,1,131,t,,
803,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2333,2333,0,1,0,1,161,s,,
804,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2626,2626,1,1,0,1,25,t,,
805,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2375,2375,1,1,0,1,145,v,,
806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2779,2779,1,1,0,0,0,v,,
807,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2887,3125,0,1,1,1,159,v,,
808,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,834,868,1,1,1,0,0,t,,
809,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2796,2796,0,0,0,0,0,v,,
810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1464,1466,0,1,0,0,0,v,,
811,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3369,3369,1,0,0,0,0,s,,
812,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2590,2590,1,1,0,1,163,s,,
813,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,905,905,0,1,0,1,81,t,,
814,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1379,1392,1,0,1,0,0,v,,
815,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3394,3394,0,0,0,0,0,v,,
816,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2571,2702,0,0,0,1,174,s,,
817,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,841,1099,0,0,1,0,0,s,,
818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3401,3401,1,0,0,0,0,t,,
819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3502,3502,0,1,0,0,0,v,,
820,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2417,2417,1,1,0,1,270,t,,
821,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3158,3158,0,1,0,1,34,v,,
822,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2387,2387,0,1,1,0,0,s,,
823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,155,155,0,1,0,1,164,v,,
824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3507,3507,0,1,0,0,0,s,,
825,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3746,3746,0,1,0,0,0,t,,
826,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,807,2758,1,0,0,1,114,v,,
827,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1890,1890,0,0,0,0,0,s,,
828,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3251,3251,1,1,0,1,15,t,,
829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3269,3269,0,1,0,1,31,v,,
830,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,218,2278,1,0,0,1,581,t,,
831,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,930,930,0,1,1,0,0,s,,
832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,890,890,1,1,0,0,0,s,,
833,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1710,1750,1,1,1,0,0,t,,
834,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2786,2786,0,1,0,0,0,s,,
835,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,918,3479,0,1,0,1,1441,t,,
836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,920,920,1,1,0,0,0,s,,
837,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1240,2758,0,1,0,1,232,s,,
838,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3694,3694,0,1,0,0,0,s,,
839,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4005,4127,0,1,0,1,141,v,,
840,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1618,1654,1,0,1,1,40,t,,
841,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1882,1932,0,0,1,0,0,t,,
842,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1646,1715,0,1,1,0,0,s,,
843,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3573,4036,0,0,0,1,440,t,,
844,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1962,1968,0,0,1,0,0,t,,
845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1589,1589,1,0,0,0,0,t,,
846,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1277,1277,1,0,0,1,164,t,,
847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3852,3852,0,1,0,0,0,s,,
848,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3024,3024,0,0,0,0,0,v,,
849,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3107,3107,0,0,0,0,0,v,,
850,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3944,3944,1,1,0,1,49,v,,
851,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,801,1865,1,1,0,1,253,s,,
852,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1759,1879,1,1,1,1,130,v,,
853,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2999,2999,1,1,0,1,160,t,,
854,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1794,3101,1,1,0,1,525,v,,
855,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2975,2984,0,0,0,1,160,s,,
856,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,610,2402,0,0,1,1,317,v,,
857,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3446,3446,0,1,0,0,0,t,,
858,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,862,862,0,1,0,0,0,t,,
859,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3397,3397,1,0,0,0,0,t,,
860,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,869,869,0,1,0,0,0,t,,
861,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1261,1261,1,0,1,0,0,t,,
862,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1752,3013,0,1,0,1,160,t,,
863,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3822,3822,1,0,0,1,65,s,,
864,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3047,3047,1,1,1,0,0,v,,
865,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,744,833,0,1,1,0,0,t,,
866,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1827,1827,1,1,0,0,0,t,,
867,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3536,3541,0,1,0,1,128,v,,
868,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1121,2016,1,1,0,1,247,t,,
869,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3852,3852,1,1,0,1,128,t,,
870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,608,608,0,1,0,0,0,v,,
871,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2018,2047,0,1,0,1,161,t,,
872,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2744,2744,0,0,0,0,0,s,,
873,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1240,2404,1,1,0,1,54,s,,
874,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,834,855,0,0,1,0,0,v,,
875,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2438,3768,1,0,1,1,227,s,,
876,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2487,2487,0,0,0,0,0,t,,
877,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2117,2117,0,1,0,1,161,v,,
878,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2138,2138,1,0,1,0,0,t,,
879,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3522,3522,0,0,0,0,0,v,,
880,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2009,2059,0,1,0,1,230,t,,
881,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3694,3694,0,1,0,0,0,t,,
882,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2418,2436,0,0,0,1,263,v,,
883,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1095,3746,1,0,1,0,0,s,,
884,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3747,3747,0,1,0,0,0,s,,
885,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3158,3158,0,0,0,0,0,s,,
886,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,162,162,0,0,0,0,0,t,,
887,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1780,1792,1,0,1,1,130,s,,
888,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2893,3251,0,1,0,1,160,v,,
889,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3680,3680,1,0,0,0,0,t,,
890,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1646,1710,0,0,1,0,0,t,,
891,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2901,2901,0,0,0,0,0,v,,
892,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2863,2863,0,1,1,0,0,t,,
893,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,332,2052,1,1,0,1,410,t,,
894,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1465,2138,0,0,0,1,228,v,,
895,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,822,3019,0,0,0,1,421,v,,
896,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,216,651,1,0,0,1,43,t,,
897,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,834,869,1,0,1,0,0,v,,
898,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2544,2544,1,0,0,1,130,t,,
899,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2912,2913,1,1,0,1,96,s,,
900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,17,0,1,0,0,0,t,,
901,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1752,1774,1,0,1,0,0,s,,
902,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2508,2508,0,0,0,1,9,t,,
903,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,868,868,1,1,0,0,0,s,,
904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2900,2900,1,0,0,0,0,t,,
905,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1030,3269,1,0,0,1,819,v,,
906,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3578,3746,1,0,1,1,130,t,,
907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,891,891,1,1,0,1,163,s,,
908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2968,2968,1,1,0,0,0,t,,
909,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2962,3250,0,0,0,1,68,v,,
910,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2728,2728,0,0,0,0,0,t,,
911,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1232,1232,0,1,0,0,0,v,,
912,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3171,3171,0,1,0,1,260,v,,
913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1107,1107,0,0,0,0,0,v,,
914,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3454,3454,0,0,0,0,0,s,,
915,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2527,3758,0,0,0,1,10,t,,
916,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3201,3311,0,0,0,0,0,v,,
917,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3822,3822,0,1,0,1,128,t,,
918,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1794,2648,1,1,0,1,107,t,,
919,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,281,4005,1,0,0,1,1443,v,,
920,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3944,3944,1,1,0,0,0,t,,
921,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2742,2742,0,0,0,0,0,v,,
922,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3641,3641,0,1,0,0,0,t,,
923,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2814,2921,0,0,0,1,162,t,,
924,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2107,2107,1,0,0,1,130,v,,
925,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3425,3425,1,1,0,0,0,s,,
926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1218,1218,1,1,0,1,44,s,,
927,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,400,2998,1,1,0,1,522,s,,
928,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3746,3746,0,0,0,0,0,s,,
929,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2842,3883,1,0,0,1,1393,s,,
930,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,486,1849,0,1,1,1,266,v,,
931,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3445,3458,0,0,0,0,0,v,,
932,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3680,3680,0,0,0,0,0,t,,
933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1190,1190,0,1,0,1,205,t,,
934,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1011,2492,0,1,1,1,471,t,,
935,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55,55,0,0,0,0,0,t,,
936,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3747,3747,0,0,0,0,0,v,,
937,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2053,2053,0,0,0,1,345,v,,
938,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2765,2765,0,0,0,0,0,s,,
939,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3354,3354,1,1,0,0,0,t,,
940,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4036,4036,0,0,0,0,0,t,,
941,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3356,3405,0,1,0,0,0,s,,
942,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3249,3249,0,1,0,0,0,s,,
943,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3522,3522,1,1,0,0,0,v,,
944,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2742,2742,0,0,0,0,0,s,,
945,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3678,3678,1,1,0,0,0,s,,
946,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2530,2625,0,0,0,1,136,t,,
947,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2900,2900,0,1,0,0,0,v,,
948,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4096,4096,0,0,1,1,97,t,,
949,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1638,1638,1,1,0,1,30,s,,
950,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2962,3230,1,0,0,1,162,t,,
951,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3339,3339,0,1,0,0,0,t,,
952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4096,4096,1,0,0,1,128,t,,
953,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3237,3237,0,0,0,0,0,s,,
954,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1288,1288,1,0,1,1,30,s,,
955,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1502,3066,0,0,1,1,347,v,,
956,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3206,3206,0,1,0,0,0,t,,
957,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3548,3548,1,1,0,0,0,t,,
958,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2072,2100,0,1,0,1,105,t,,
959,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,91,1472,1,0,0,1,1370,s,,
960,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2533,2533,1,1,0,1,9,t,,
961,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3680,3680,0,1,0,0,0,v,,
962,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2284,3822,1,0,0,1,271,s,,
963,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2735,2735,0,1,0,0,0,v,,
964,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2799,2848,1,0,0,1,104,t,,
965,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,744,4065,0,1,1,1,128,s,,
966,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3791,3791,0,1,0,0,0,s,,
967,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,216,216,1,0,0,1,8,v,,
968,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1556,1556,1,1,0,1,46,s,,
969,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2404,2404,0,0,0,1,114,s,,
970,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2143,2179,0,1,1,0,0,v,,
971,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2100,2100,0,0,0,0,0,s,,
972,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2382,2382,0,1,0,0,0,t,,
973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,659,659,1,1,0,1,58,t,,
974,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2849,2849,1,1,0,0,0,s,,
975,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,871,3746,0,1,0,1,496,t,,
976,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2677,2677,0,1,0,0,0,v,,
977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1137,1323,0,1,0,1,292,t,,
978,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1752,1774,0,0,1,0,0,t,,
979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3222,3222,0,0,0,1,33,t,,
980,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,220,2892,0,0,0,1,1227,t,,
981,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,701,2022,1,1,0,1,290,v,,
982,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2487,2487,1,1,0,0,0,t,,
983,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3791,3791,0,1,1,1,98,v,,
984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,427,427,0,1,0,1,56,t,,
985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3394,3394,0,1,0,0,0,v,,
986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,919,919,0,1,0,0,0,s,,
987,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,715,3914,1,1,1,1,129,v,,
988,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3746,3746,0,1,0,0,0,v,,
989,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3521,3669,1,1,0,1,331,v,,
990,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3278,3278,0,0,0,0,0,t,,
991,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3746,3746,1,1,0,0,0,t,,
992,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3229,3229,1,1,0,1,279,v,,
993,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2648,2648,0,0,0,1,46,t,,
